Name of Applicant,Grant Category,Grant Amount,Grant Fiscal Year,Community Focus Combined,Community Focus: African American,Community Focus: Asian American,Community Focus: Disabled,Community Focus: Immigrant,Community Focus: L/G/B/T/Q,Community Focus: Latino American,Community Focus: Multiple People of Color,Community Focus: Native,Community Focus: Native American,Community Focus: Pacific Islander,Community Focus: Transgender,Community Focus: Women,Community Focus: No specified focus
Lighthouse for the Blind & Visually Impaired,Project in Communities (PIC),$10500.00,01/01/2004 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Hospitality House,Project in Communities (PIC),$15000.00,01/01/2004 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Richmond District Neighborhood Center,Project in Communities (PIC),$10000.00,01/01/2004 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Eldergivers,Project in Communities (PIC),$14000.00,01/01/2004 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Bay Area Community Resources,Project in Communities (PIC),$12000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Hunters Point Family,Project in Communities (PIC),$17000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
People Organized to Win Employment Rights (POWER),Project in Communities (PIC),$17000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
"Kimochi, Inc.",Project in Communities (PIC),$16000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Community Educational Services (CES),Project in Communities (PIC),$16000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Filipino-American Development Foundation,Project in Communities (PIC),$17000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Urban Services YMCA / YMCA of San Francisco,Project in Communities (PIC),$16980.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Lighthouse for the Blind & Visually Impaired,Project in Communities (PIC),$12750.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Hospitality House,Project in Communities (PIC),$17000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Eldergivers,Project in Communities (PIC),$17000.00,01/01/2005 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
On Lok Day Services 30th Street Senior Center,Project in Communities (PIC),$9925.00,01/01/2006 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Youth Treatment & Education Center (YTEC),Project in Communities (PIC),$15000.00,01/01/2006 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
"Kimochi, Inc.",Project in Communities (PIC),$15000.00,01/01/2006 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
World Savvy,Project in Communities (PIC),$15000.00,01/01/2006 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
A Home Within,Project in Communities (PIC),$15000.00,01/01/2006 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
Community Educational Services (CES),Project in Communities (PIC),$15000.00,01/01/2006 12:00:00 AM,No specified focus,false,false,false,false,false,false,false,false,false,false,false,false,true
